#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
6420000      4.90e-03      4.59e-04      3.96e-03    1.0e-07
6422000      6.16e-03      6.76e-04      4.60e-03    1.0e-07
6424000      9.40e-03      1.47e-03      4.13e-03    1.0e-07
6426000      3.45e-02      3.65e-03      2.64e-02    1.0e-07
6428000      1.80e-02      1.31e-03      1.56e-02    1.0e-07
6430000      3.63e-03      3.52e-04      2.19e-03    1.0e-07
6432000      2.97e-03      9.76e-05      2.74e-03    1.0e-07
6434000      5.99e-03      5.61e-04      3.78e-03    1.0e-07
6436000      1.01e-02      8.96e-04      8.28e-03    1.0e-07
6438000      3.19e-02      2.33e-03      2.77e-02    1.0e-07
6440000      1.33e-02      2.09e-04      1.26e-02    9.4e-08
6442000      3.85e-02      2.97e-03      3.31e-02    9.4e-08
6444000      1.03e-02      1.58e-03      4.80e-03    9.4e-08
6446000      4.87e-03      4.96e-04      3.81e-03    9.4e-08
6448000      1.43e-02      4.45e-04      1.33e-02    9.4e-08
6450000      6.88e-03      4.95e-04      6.00e-03    9.4e-08
6452000      4.28e-03      3.07e-04      3.74e-03    9.4e-08
6454000      4.69e-03      4.00e-05      4.48e-03    9.4e-08
6456000      5.85e-03      7.50e-04      3.85e-03    9.4e-08
6458000      5.18e-03      5.35e-04      4.02e-03    9.4e-08
6460000      2.20e-03      5.82e-05      2.05e-03    9.4e-08
6462000      4.03e-02      4.70e-03      2.90e-02    9.4e-08
6464000      2.68e-02      5.52e-05      2.56e-02    9.4e-08
6466000      3.58e-02      2.38e-03      3.17e-02    9.4e-08
6468000      4.99e-03      2.28e-04      4.61e-03    9.4e-08
6470000      5.14e-03      3.48e-04      4.54e-03    9.4e-08
6472000      3.21e-02      8.82e-04      3.04e-02    9.4e-08
6474000      5.04e-03      5.53e-05      4.80e-03    9.4e-08
6476000      4.48e-02      3.76e-03      3.17e-02    9.4e-08
6478000      3.23e-02      4.79e-03      2.12e-02    9.4e-08
6480000      3.44e-02      3.15e-03      2.94e-02    8.9e-08
6482000      5.46e-03      1.27e-04      5.14e-03    8.9e-08
6484000      8.04e-03      3.94e-05      7.70e-03    8.9e-08
6486000      4.16e-03      3.60e-04      3.47e-03    8.9e-08
6488000      2.66e-02      2.94e-04      2.54e-02    8.9e-08
6490000      1.11e-03      6.96e-05      9.21e-04    8.9e-08
6492000      4.48e-03      2.31e-04      3.91e-03    8.9e-08
6494000      2.78e-02      3.17e-03      2.03e-02    8.9e-08
6496000      2.42e-02      1.08e-03      2.25e-02    8.9e-08
6498000      6.62e-03      2.93e-04      5.94e-03    8.9e-08
6500000      6.13e-03      9.12e-04      3.17e-03    8.9e-08
6502000      3.24e-03      2.49e-04      2.45e-03    8.9e-08
6504000      6.13e-03      3.85e-04      5.49e-03    8.9e-08
6506000      6.11e-04      2.89e-05      5.42e-04    8.9e-08
6508000      2.61e-02      8.24e-04      2.46e-02    8.9e-08
6510000      2.93e-03      1.77e-04      2.64e-03    8.9e-08
6512000      2.96e-02      2.39e-03      2.60e-02    8.9e-08
6514000      5.37e-03      2.14e-04      5.02e-03    8.9e-08
6516000      1.60e-03      1.62e-04      8.97e-04    8.9e-08
6518000      1.77e-02      1.20e-03      1.43e-02    8.9e-08
6520000      1.37e-02      2.20e-04      1.31e-02    8.4e-08
6522000      1.29e-03      1.67e-04      8.45e-04    8.4e-08
6524000      9.13e-04      6.76e-05      7.07e-04    8.4e-08
6526000      4.05e-03      3.76e-06      3.89e-03    8.4e-08
6528000      3.86e-03      8.13e-06      3.71e-03    8.4e-08
6530000      1.28e-02      1.44e-04      1.22e-02    8.4e-08
6532000      5.58e-03      3.00e-04      4.84e-03    8.4e-08
6534000      3.39e-02      2.82e-03      2.87e-02    8.4e-08
6536000      1.29e-02      4.74e-04      1.21e-02    8.4e-08
6538000      2.32e-02      6.90e-04      2.17e-02    8.4e-08
6540000      3.62e-03      2.50e-04      2.90e-03    8.4e-08
6542000      2.88e-02      2.81e-03      2.31e-02    8.4e-08
6544000      4.27e-03      2.44e-04      3.65e-03    8.4e-08
6546000      1.54e-03      1.15e-04      1.18e-03    8.4e-08
6548000      1.95e-02      6.43e-04      1.84e-02    8.4e-08
6550000      2.69e-02      5.62e-04      2.57e-02    8.4e-08
6552000      1.53e-02      9.69e-05      1.46e-02    8.4e-08
6554000      2.72e-03      4.20e-05      2.59e-03    8.4e-08
6556000      4.69e-03      6.27e-04      2.95e-03    8.4e-08
6558000      1.63e-02      4.27e-04      1.55e-02    8.4e-08
6560000      5.44e-03      4.80e-04      3.72e-03    7.9e-08
6562000      1.41e-02      7.37e-05      1.36e-02    7.9e-08
6564000      8.13e-03      1.08e-03      5.14e-03    7.9e-08
6566000      3.07e-03      2.60e-04      2.59e-03    7.9e-08
6568000      6.51e-03      7.21e-04      4.88e-03    7.9e-08
6570000      2.74e-02      9.66e-04      2.58e-02    7.9e-08
6572000      3.00e-02      3.52e-03      2.36e-02    7.9e-08
6574000      2.18e-02      2.28e-03      1.69e-02    7.9e-08
6576000      5.10e-03      2.88e-04      4.38e-03    7.9e-08
6578000      1.48e-02      1.73e-04      1.42e-02    7.9e-08
6580000      3.19e-03      3.75e-04      1.03e-03    7.9e-08
6582000      3.32e-03      2.95e-04      2.25e-03    7.9e-08
6584000      3.16e-02      1.82e-03      2.88e-02    7.9e-08
6586000      3.40e-02      2.31e-03      3.09e-02    7.9e-08
6588000      4.82e-03      1.22e-04      4.59e-03    7.9e-08
6590000      2.19e-03      8.21e-05      2.01e-03    7.9e-08
6592000      4.91e-03      2.94e-04      4.44e-03    7.9e-08
6594000      3.87e-02      3.76e-04      3.72e-02    7.9e-08
6596000      1.14e-03      8.86e-05      8.55e-04    7.9e-08
6598000      5.59e-03      2.29e-04      5.24e-03    7.9e-08
6600000      2.06e-03      1.33e-04      1.70e-03    7.5e-08
6602000      2.93e-03      4.77e-06      2.83e-03    7.5e-08
6604000      2.20e-02      9.17e-04      2.07e-02    7.5e-08
6606000      1.19e-02      9.31e-04      1.03e-02    7.5e-08
6608000      2.26e-03      1.41e-04      2.04e-03    7.5e-08
6610000      2.70e-03      8.72e-05      2.51e-03    7.5e-08
6612000      5.39e-03      3.67e-04      4.36e-03    7.5e-08
6614000      3.72e-02      1.95e-03      3.43e-02    7.5e-08
6616000      7.67e-03      6.97e-04      6.34e-03    7.5e-08
6618000      3.92e-03      5.52e-04      2.28e-03    7.5e-08
6620000      9.34e-03      6.52e-04      8.27e-03    7.5e-08
6622000      1.06e-03      9.85e-05      6.81e-04    7.5e-08
6624000      2.80e-03      2.29e-04      2.04e-03    7.5e-08
6626000      2.87e-02      8.75e-04      2.73e-02    7.5e-08
6628000      4.57e-03      2.45e-04      3.98e-03    7.5e-08
6630000      5.00e-03      4.38e-04      4.18e-03    7.5e-08
6632000      4.10e-03      4.58e-04      3.07e-03    7.5e-08
6634000      3.38e-02      1.84e-03      3.10e-02    7.5e-08
6636000      4.17e-02      1.98e-03      3.87e-02    7.5e-08
6638000      3.77e-02      1.49e-03      3.54e-02    7.5e-08
6640000      6.83e-03      1.78e-04      6.53e-03    7.1e-08
6642000      3.49e-02      1.56e-03      3.29e-02    7.1e-08
6644000      1.31e-02      1.40e-03      1.07e-02    7.1e-08
6646000      2.57e-03      1.65e-04      2.31e-03    7.1e-08
6648000      4.01e-03      3.86e-04      3.25e-03    7.1e-08
6650000      4.12e-02      2.61e-03      3.71e-02    7.1e-08
6652000      2.03e-02      2.04e-03      1.61e-02    7.1e-08
6654000      2.87e-02      2.90e-04      2.77e-02    7.1e-08
6656000      2.26e-03      3.50e-04      1.05e-03    7.1e-08
6658000      1.41e-02      3.19e-04      1.34e-02    7.1e-08
6660000      2.94e-02      3.42e-03      2.34e-02    7.1e-08
6662000      2.56e-02      1.14e-03      2.39e-02    7.1e-08
6664000      1.56e-03      7.44e-05      1.45e-03    7.1e-08
6666000      1.06e-02      1.77e-03      3.28e-03    7.1e-08
6668000      3.04e-02      4.05e-03      2.22e-02    7.1e-08
6670000      1.48e-03      1.69e-04      5.80e-04    7.1e-08
6672000      2.27e-02      2.16e-03      1.85e-02    7.1e-08
6674000      1.24e-02      1.95e-03      5.46e-03    7.1e-08
6676000      2.69e-02      2.06e-04      2.60e-02    7.1e-08
6678000      1.54e-03      1.24e-04      1.14e-03    7.1e-08
6680000      5.31e-03      6.74e-04      3.58e-03    6.7e-08
6682000      2.53e-03      3.53e-06      2.45e-03    6.7e-08
6684000      2.97e-02      1.98e-03      2.43e-02    6.7e-08
6686000      6.20e-03      8.93e-04      3.48e-03    6.7e-08
6688000      5.28e-03      2.82e-04      4.62e-03    6.7e-08
6690000      5.89e-04      1.02e-05      5.65e-04    6.7e-08
6692000      1.93e-02      1.54e-03      1.66e-02    6.7e-08
6694000      6.94e-03      4.49e-05      6.71e-03    6.7e-08
6696000      4.82e-03      3.30e-04      4.30e-03    6.7e-08
6698000      2.42e-03      8.40e-05      2.26e-03    6.7e-08
6700000      3.53e-03      3.28e-04      2.90e-03    6.7e-08
6702000      3.76e-03      2.66e-04      3.34e-03    6.7e-08
6704000      3.59e-03      3.78e-04      2.79e-03    6.7e-08
6706000      1.49e-02      2.78e-04      1.43e-02    6.7e-08
6708000      6.00e-03      9.05e-04      3.03e-03    6.7e-08
6710000      2.86e-03      3.22e-04      2.13e-03    6.7e-08
6712000      2.63e-03      7.02e-05      2.52e-03    6.7e-08
6714000      1.32e-03      1.53e-04      4.70e-04    6.7e-08
6716000      3.18e-02      1.42e-03      2.98e-02    6.7e-08
6718000      3.57e-03      2.47e-04      3.18e-03    6.7e-08
6720000      2.91e-02      1.30e-03      2.73e-02    6.3e-08
6722000      7.29e-03      6.07e-05      7.06e-03    6.3e-08
6724000      5.41e-03      5.92e-04      2.53e-03    6.3e-08
6726000      5.65e-03      6.05e-04      4.36e-03    6.3e-08
6728000      3.16e-03      3.38e-04      2.44e-03    6.3e-08
6730000      1.44e-02      2.00e-04      1.39e-02    6.3e-08
6732000      1.00e-02      1.23e-03      7.00e-03    6.3e-08
6734000      3.36e-02      3.21e-03      2.75e-02    6.3e-08
6736000      6.26e-03      6.92e-04      4.73e-03    6.3e-08
6738000      8.52e-04      4.42e-05      7.52e-04    6.3e-08
6740000      3.73e-03      1.19e-04      3.50e-03    6.3e-08
6742000      3.33e-02      3.07e-03      2.88e-02    6.3e-08
6744000      3.65e-02      1.95e-03      3.37e-02    6.3e-08
6746000      1.65e-03      1.89e-04      6.29e-04    6.3e-08
6748000      9.07e-04      8.67e-05      5.67e-04    6.3e-08
6750000      2.85e-02      4.29e-04      2.75e-02    6.3e-08
6752000      2.24e-03      8.74e-05      2.12e-03    6.3e-08
6754000      3.28e-02      6.51e-04      3.16e-02    6.3e-08
6756000      1.20e-02      1.42e-03      8.73e-03    6.3e-08
6758000      6.40e-03      7.15e-04      4.81e-03    6.3e-08
6760000      3.61e-02      4.82e-03      2.65e-02    6.0e-08
6762000      2.34e-02      5.41e-04      2.23e-02    6.0e-08
6764000      4.01e-03      4.54e-04      3.00e-03    6.0e-08
6766000      1.49e-02      7.19e-05      1.44e-02    6.0e-08
6768000      2.18e-02      2.60e-03      1.72e-02    6.0e-08
6770000      4.18e-03      3.65e-04      3.53e-03    6.0e-08
6772000      8.20e-03      2.51e-04      7.73e-03    6.0e-08
6774000      2.15e-03      7.60e-05      2.05e-03    6.0e-08
6776000      1.07e-02      3.33e-04      1.01e-02    6.0e-08
6778000      9.85e-03      3.85e-04      9.33e-03    6.0e-08
6780000      3.22e-03      8.91e-06      3.13e-03    6.0e-08
6782000      1.75e-02      1.01e-03      1.60e-02    6.0e-08
6784000      3.15e-02      1.91e-03      2.88e-02    6.0e-08
6786000      1.88e-03      1.75e-04      1.22e-03    6.0e-08
6788000      8.48e-03      1.98e-04      8.10e-03    6.0e-08
6790000      3.09e-02      2.39e-03      2.70e-02    6.0e-08
6792000      2.76e-02      1.47e-03      2.42e-02    6.0e-08
6794000      1.50e-03      1.43e-04      9.44e-04    6.0e-08
6796000      3.85e-04      4.81e-05      7.00e-06    6.0e-08
6798000      3.83e-03      3.46e-04      3.20e-03    6.0e-08
6800000      2.23e-03      2.65e-04      6.77e-04    5.6e-08
6802000      1.91e-03      1.67e-04      1.62e-03    5.6e-08
6804000      2.42e-02      6.26e-04      2.31e-02    5.6e-08
6806000      1.51e-02      9.77e-04      1.25e-02    5.6e-08
6808000      5.89e-03      3.29e-04      5.44e-03    5.6e-08
6810000      3.91e-02      3.38e-03      3.32e-02    5.6e-08
6812000      2.99e-02      1.05e-03      2.87e-02    5.6e-08
6814000      6.35e-03      7.18e-04      4.74e-03    5.6e-08
6816000      3.94e-02      3.87e-03      3.18e-02    5.6e-08
6818000      2.54e-03      2.09e-04      2.19e-03    5.6e-08
6820000      3.74e-03      5.65e-05      3.63e-03    5.6e-08
6822000      4.74e-02      4.94e-03      2.54e-02    5.6e-08
6824000      4.60e-03      3.03e-04      3.80e-03    5.6e-08
6826000      2.62e-02      1.91e-03      2.32e-02    5.6e-08
6828000      4.88e-03      6.94e-04      2.81e-03    5.6e-08
6830000      2.40e-02      1.01e-04      2.33e-02    5.6e-08
6832000      1.99e-03      2.14e-04      9.77e-04    5.6e-08
6834000      3.14e-02      1.61e-03      2.96e-02    5.6e-08
6836000      2.62e-02      1.88e-03      2.39e-02    5.6e-08
6838000      4.09e-03      2.80e-04      3.32e-03    5.6e-08
6840000      1.39e-03      1.04e-04      1.09e-03    5.3e-08
6842000      6.72e-04      4.89e-05      5.32e-04    5.3e-08
6844000      3.72e-03      2.58e-04      3.34e-03    5.3e-08
6846000      2.65e-02      1.80e-03      2.38e-02    5.3e-08
6848000      3.37e-02      4.03e-03      2.42e-02    5.3e-08
6850000      7.23e-03      8.80e-04      5.11e-03    5.3e-08
6852000      1.34e-02      1.97e-03      7.22e-03    5.3e-08
6854000      1.59e-02      1.18e-04      1.55e-02    5.3e-08
6856000      6.44e-03      9.49e-04      3.46e-03    5.3e-08
6858000      3.69e-02      2.43e-03      3.34e-02    5.3e-08
6860000      2.29e-03      3.25e-04      1.33e-03    5.3e-08
6862000      8.44e-03      1.12e-03      5.42e-03    5.3e-08
6864000      2.17e-02      2.42e-03      1.77e-02    5.3e-08
6866000      1.64e-02      1.08e-03      1.48e-02    5.3e-08
6868000      1.27e-02      3.83e-04      1.22e-02    5.3e-08
6870000      1.15e-03      1.17e-04      6.50e-04    5.3e-08
6872000      3.46e-02      3.32e-03      2.83e-02    5.3e-08
6874000      2.54e-03      4.32e-06      2.48e-03    5.3e-08
6876000      5.04e-03      3.45e-04      4.11e-03    5.3e-08
6878000      1.25e-02      4.58e-04      1.19e-02    5.3e-08
6880000      2.37e-03      1.17e-04      2.13e-03    5.0e-08
6882000      4.70e-03      2.26e-04      4.42e-03    5.0e-08
6884000      1.86e-02      1.57e-03      1.66e-02    5.0e-08
6886000      5.68e-04      1.52e-05      5.42e-04    5.0e-08
6888000      3.14e-03      5.10e-05      3.03e-03    5.0e-08
6890000      9.31e-04      2.96e-05      8.78e-04    5.0e-08
6892000      4.10e-02      2.46e-03      3.77e-02    5.0e-08
6894000      1.11e-02      4.12e-04      1.06e-02    5.0e-08
6896000      7.93e-03      9.99e-04      5.43e-03    5.0e-08
6898000      2.06e-03      2.77e-04      1.31e-03    5.0e-08
6900000      2.36e-03      1.99e-04      1.70e-03    5.0e-08
6902000      1.69e-02      7.56e-04      1.54e-02    5.0e-08
6904000      2.22e-03      4.70e-05      2.13e-03    5.0e-08
6906000      2.23e-02      1.13e-03      2.09e-02    5.0e-08
6908000      4.06e-03      2.15e-04      3.78e-03    5.0e-08
6910000      3.70e-02      2.97e-03      3.21e-02    5.0e-08
6912000      4.65e-03      9.53e-05      4.48e-03    5.0e-08
6914000      2.30e-03      3.39e-06      2.25e-03    5.0e-08
6916000      5.70e-03      3.69e-04      4.76e-03    5.0e-08
6918000      7.65e-03      6.38e-04      6.58e-03    5.0e-08
6920000      2.35e-03      3.52e-05      2.29e-03    4.7e-08
6922000      3.47e-02      1.76e-03      3.10e-02    4.7e-08
6924000      5.50e-04      1.77e-05      5.19e-04    4.7e-08
6926000      2.10e-03      1.99e-04      1.33e-03    4.7e-08
6928000      1.20e-03      6.53e-05      1.06e-03    4.7e-08
6930000      3.69e-02      4.28e-03      2.97e-02    4.7e-08
6932000      5.04e-03      4.13e-04      4.37e-03    4.7e-08
6934000      3.95e-03      2.45e-04      3.62e-03    4.7e-08
6936000      5.86e-03      6.14e-04      4.62e-03    4.7e-08
6938000      1.00e-02      2.05e-04      9.74e-03    4.7e-08
6940000      3.59e-03      3.41e-04      2.96e-03    4.7e-08
6942000      3.27e-02      5.95e-03      1.45e-02    4.7e-08
6944000      2.95e-02      3.09e-04      2.87e-02    4.7e-08
6946000      3.50e-03      4.99e-04      2.02e-03    4.7e-08
6948000      8.34e-03      8.05e-05      8.12e-03    4.7e-08
6950000      6.85e-03      7.78e-04      5.13e-03    4.7e-08
6952000      3.39e-02      2.10e-03      3.16e-02    4.7e-08
6954000      3.26e-02      1.36e-03      3.09e-02    4.7e-08
6956000      4.60e-03      5.25e-04      3.43e-03    4.7e-08
6958000      2.43e-02      2.05e-03      2.16e-02    4.7e-08
6960000      3.80e-02      1.01e-04      3.71e-02    4.5e-08
6962000      3.99e-03      3.77e-04      3.29e-03    4.5e-08
6964000      2.80e-02      1.31e-03      2.66e-02    4.5e-08
6966000      2.44e-02      6.61e-04      2.36e-02    4.5e-08
6968000      2.69e-03      1.42e-04      2.38e-03    4.5e-08
6970000      2.77e-02      2.56e-03      2.42e-02    4.5e-08
6972000      5.66e-03      2.08e-04      5.29e-03    4.5e-08
6974000      1.65e-03      1.49e-04      1.11e-03    4.5e-08
6976000      1.91e-03      6.59e-06      1.87e-03    4.5e-08
6978000      2.87e-02      2.23e-03      2.52e-02    4.5e-08
6980000      7.74e-03      1.10e-04      7.53e-03    4.5e-08
6982000      1.09e-02      2.73e-04      1.04e-02    4.5e-08
6984000      4.01e-03      4.59e-04      3.00e-03    4.5e-08
6986000      1.83e-03      6.09e-05      1.73e-03    4.5e-08
6988000      3.62e-02      5.71e-04      3.52e-02    4.5e-08
6990000      4.39e-03      2.40e-04      3.87e-03    4.5e-08
6992000      2.84e-03      9.44e-05      2.68e-03    4.5e-08
6994000      1.43e-03      6.35e-05      1.31e-03    4.5e-08
6996000      4.14e-02      4.37e-03      3.25e-02    4.5e-08
6998000      2.25e-03      1.09e-04      2.03e-03    4.5e-08
7000000      2.73e-02      1.39e-03      2.56e-02    4.2e-08
7002000      7.44e-03      9.77e-04      4.88e-03    4.2e-08
7004000      3.23e-02      6.27e-04      3.14e-02    4.2e-08
7006000      4.51e-03      2.42e-04      4.21e-03    4.2e-08
7008000      1.10e-03      7.47e-05      9.06e-04    4.2e-08
7010000      3.21e-02      2.53e-03      2.82e-02    4.2e-08
7012000      5.30e-03      6.86e-04      3.54e-03    4.2e-08
7014000      1.84e-03      2.06e-05      1.80e-03    4.2e-08
7016000      3.00e-02      5.51e-04      2.91e-02    4.2e-08
7018000      2.71e-02      2.11e-04      2.65e-02    4.2e-08
7020000      1.48e-03      6.76e-05      1.35e-03    4.2e-08
7022000      1.99e-02      1.39e-03      1.79e-02    4.2e-08
7024000      2.22e-03      1.23e-05      2.17e-03    4.2e-08
7026000      3.62e-02      3.94e-03      3.00e-02    4.2e-08
7028000      1.66e-02      8.33e-04      1.49e-02    4.2e-08
7030000      1.19e-02      5.31e-04      1.13e-02    4.2e-08
7032000      1.96e-02      2.29e-03      1.44e-02    4.2e-08
7034000      3.23e-02      5.14e-03      1.97e-02    4.2e-08
7036000      1.26e-02      2.75e-04      1.22e-02    4.2e-08
7038000      5.30e-04      5.18e-06      5.18e-04    4.2e-08
7040000      1.32e-02      3.86e-04      1.26e-02    4.0e-08
7042000      4.29e-03      7.97e-05      4.16e-03    4.0e-08
7044000      3.46e-02      3.33e-03      2.85e-02    4.0e-08
7046000      2.83e-02      2.61e-03      2.37e-02    4.0e-08
7048000      4.36e-03      3.58e-04      3.23e-03    4.0e-08
7050000      7.92e-03      8.25e-04      6.27e-03    4.0e-08
7052000      3.29e-03      2.82e-04      2.35e-03    4.0e-08
7054000      3.48e-02      1.32e-03      3.25e-02    4.0e-08
7056000      6.14e-03      8.64e-04      3.65e-03    4.0e-08
7058000      6.29e-03      7.62e-04      4.49e-03    4.0e-08
7060000      1.03e-02      2.99e-04      9.98e-03    4.0e-08
7062000      8.23e-04      1.21e-05      8.01e-04    4.0e-08
7064000      1.93e-03      2.94e-04      9.50e-04    4.0e-08
7066000      3.16e-02      4.57e-04      3.07e-02    4.0e-08
7068000      1.11e-02      5.36e-04      1.04e-02    4.0e-08
7070000      1.05e-02      3.92e-04      9.81e-03    4.0e-08
7072000      2.07e-03      2.34e-04      8.66e-04    4.0e-08
7074000      2.47e-02      3.23e-03      1.63e-02    4.0e-08
7076000      1.46e-02      5.69e-05      1.43e-02    4.0e-08
7078000      2.93e-02      2.86e-03      2.39e-02    4.0e-08
7080000      4.00e-03      8.67e-05      3.90e-03    3.8e-08
7082000      9.59e-03      4.29e-04      8.79e-03    3.8e-08
7084000      2.94e-02      1.24e-03      2.80e-02    3.8e-08
7086000      4.77e-03      3.45e-04      4.27e-03    3.8e-08
7088000      3.85e-02      4.67e-03      3.04e-02    3.8e-08
7090000      2.85e-02      1.53e-03      2.66e-02    3.8e-08
7092000      6.81e-03      7.21e-04      5.36e-03    3.8e-08
7094000      1.12e-02      9.81e-05      1.10e-02    3.8e-08
7096000      8.35e-03      2.73e-04      7.91e-03    3.8e-08
7098000      1.90e-02      5.29e-04      1.81e-02    3.8e-08
7100000      2.80e-02      7.16e-04      2.69e-02    3.8e-08
7102000      6.78e-03      8.56e-04      4.66e-03    3.8e-08
7104000      4.43e-03      9.78e-05      4.28e-03    3.8e-08
7106000      8.92e-03      3.91e-04      8.20e-03    3.8e-08
7108000      3.81e-03      6.04e-07      3.74e-03    3.8e-08
7110000      9.80e-04      9.92e-05      5.64e-04    3.8e-08
7112000      7.27e-03      2.41e-04      7.01e-03    3.8e-08
7114000      4.57e-03      3.52e-04      4.04e-03    3.8e-08
7116000      1.62e-02      3.06e-04      1.57e-02    3.8e-08
7118000      3.00e-02      2.03e-03      2.78e-02    3.8e-08
7120000      8.37e-03      4.14e-06      8.23e-03    3.5e-08
7122000      3.54e-02      9.08e-04      3.44e-02    3.5e-08
7124000      1.05e-02      5.82e-04      9.93e-03    3.5e-08
7126000      3.48e-03      4.78e-04      2.15e-03    3.5e-08
7128000      3.99e-03      2.66e-04      3.63e-03    3.5e-08
7130000      6.34e-03      6.35e-04      5.13e-03    3.5e-08
7132000      2.35e-02      7.55e-05      2.31e-02    3.5e-08
7134000      8.74e-03      1.06e-03      6.24e-03    3.5e-08
7136000      2.56e-02      2.01e-03      2.26e-02    3.5e-08
7138000      4.54e-03      1.17e-04      4.42e-03    3.5e-08
7140000      2.64e-02      7.47e-04      2.53e-02    3.5e-08
7142000      1.75e-03      2.09e-04      5.01e-04    3.5e-08
7144000      5.14e-03      6.70e-04      3.42e-03    3.5e-08
7146000      3.89e-02      3.47e-03      3.44e-02    3.5e-08
7148000      2.51e-02      1.07e-04      2.47e-02    3.5e-08
7150000      5.09e-03      3.14e-04      4.69e-03    3.5e-08
7152000      1.56e-03      1.75e-04      6.85e-04    3.5e-08
7154000      4.52e-03      6.13e-04      2.85e-03    3.5e-08
7156000      2.74e-02      1.55e-04      2.69e-02    3.5e-08
7158000      1.59e-02      6.47e-04      1.52e-02    3.5e-08
7160000      2.78e-02      2.93e-03      2.34e-02    3.3e-08
7162000      2.51e-02      1.09e-03      2.32e-02    3.3e-08
7164000      5.11e-03      6.91e-04      3.23e-03    3.3e-08
7166000      1.45e-02      4.29e-04      1.41e-02    3.3e-08
7168000      3.71e-03      2.16e-04      3.23e-03    3.3e-08
7170000      6.95e-03      5.47e-04      6.12e-03    3.3e-08
7172000      2.23e-03      7.05e-05      2.13e-03    3.3e-08
7174000      3.80e-03      2.77e-04      3.04e-03    3.3e-08
7176000      6.17e-03      8.73e-04      3.64e-03    3.3e-08
7178000      7.06e-03      6.63e-04      5.88e-03    3.3e-08
7180000      2.10e-03      1.21e-04      1.83e-03    3.3e-08
7182000      2.89e-03      1.01e-04      2.79e-03    3.3e-08
7184000      8.94e-03      7.32e-04      7.80e-03    3.3e-08
7186000      2.26e-02      1.88e-03      1.96e-02    3.3e-08
7188000      2.83e-02      2.43e-03      2.43e-02    3.3e-08
7190000      2.13e-03      9.55e-05      1.95e-03    3.3e-08
7192000      3.40e-03      3.16e-04      2.85e-03    3.3e-08
7194000      3.13e-02      1.11e-03      2.96e-02    3.3e-08
7196000      6.61e-04      7.25e-05      3.12e-04    3.3e-08
7198000      4.75e-03      1.51e-05      4.67e-03    3.3e-08
7200000      2.30e-02      1.24e-03      2.16e-02    3.2e-08
7202000      2.86e-02      8.52e-04      2.74e-02    3.2e-08
7204000      6.82e-03      1.69e-04      6.64e-03    3.2e-08
7206000      4.65e-03      1.35e-06      4.58e-03    3.2e-08
7208000      4.99e-03      1.01e-04      4.85e-03    3.2e-08
7210000      4.43e-03      2.50e-04      3.90e-03    3.2e-08
7212000      3.45e-02      3.53e-03      2.94e-02    3.2e-08
7214000      3.45e-02      1.24e-03      3.32e-02    3.2e-08
7216000      2.93e-02      2.16e-03      2.69e-02    3.2e-08
7218000      3.15e-02      2.33e-03      2.81e-02    3.2e-08
7220000      1.79e-03      1.24e-04      1.47e-03    3.2e-08
7222000      6.11e-03      6.85e-04      4.65e-03    3.2e-08
7224000      2.06e-02      1.95e-03      1.80e-02    3.2e-08
7226000      6.41e-03      8.28e-04      4.31e-03    3.2e-08
7228000      8.08e-03      5.26e-06      7.95e-03    3.2e-08
7230000      3.97e-03      5.29e-05      3.89e-03    3.2e-08
7232000      3.49e-03      2.72e-04      2.68e-03    3.2e-08
7234000      2.38e-02      2.43e-03      1.92e-02    3.2e-08
7236000      2.55e-02      5.38e-05      2.51e-02    3.2e-08
7238000      2.77e-03      1.24e-04      2.55e-03    3.2e-08
7240000      1.24e-02      1.51e-03      8.90e-03    3.0e-08
7242000      2.53e-02      8.51e-05      2.49e-02    3.0e-08
7244000      1.02e-03      4.38e-05      9.48e-04    3.0e-08
7246000      2.87e-02      7.38e-04      2.80e-02    3.0e-08
7248000      1.74e-03      1.02e-05      1.72e-03    3.0e-08
7250000      3.33e-02      5.01e-03      1.73e-02    3.0e-08
7252000      4.76e-03      5.01e-04      2.53e-03    3.0e-08
7254000      2.68e-03      2.64e-04      2.20e-03    3.0e-08
7256000      4.55e-03      5.40e-04      3.33e-03    3.0e-08
7258000      3.88e-02      5.60e-03      2.71e-02    3.0e-08
7260000      5.50e-03      6.89e-04      3.82e-03    3.0e-08
7262000      3.12e-03      2.01e-04      2.64e-03    3.0e-08
7264000      3.22e-03      1.61e-04      3.04e-03    3.0e-08
7266000      6.72e-03      6.53e-04      5.53e-03    3.0e-08
7268000      3.20e-02      2.16e-03      2.92e-02    3.0e-08
7270000      1.27e-02      4.03e-05      1.25e-02    3.0e-08
7272000      4.29e-04      2.92e-05      3.54e-04    3.0e-08
7274000      3.71e-03      3.93e-04      1.94e-03    3.0e-08
7276000      3.57e-03      2.88e-04      3.13e-03    3.0e-08
7278000      3.42e-02      4.90e-03      2.39e-02    3.0e-08
7280000      2.57e-02      1.39e-03      2.45e-02    2.8e-08
7282000      1.37e-02      6.93e-04      1.30e-02    2.8e-08
7284000      5.64e-03      1.16e-04      5.49e-03    2.8e-08
7286000      4.97e-03      6.24e-04      3.45e-03    2.8e-08
7288000      9.16e-03      3.29e-05      9.03e-03    2.8e-08
7290000      6.87e-03      9.29e-05      6.73e-03    2.8e-08
